csv_question_id;answer_text;answer_image;is_correct;explanation;;;;;
13;hypertonickom;;FALSE;;;;;;
13;v prostredí, v ktorom je osmotická aktivita nišia ako v bunke;;TRUE;;;;;;
13;v atonickom prostredí;;FALSE;;;;;;
13;izotonickom;;FALSE;;;;;;
13;v prostredí, v ktorom je osmotická aktivita rovnaká ako v bunke;;FALSE;;;;;;
13;v prostredí, v ktorom je osmotická aktivita vyššia ako v bunke;;FALSE;;;;;;
13;v prostredí, ktoré je hustejšie ako v bunke;;FALSE;;;;;;
14;prítomnos somatickıch buniek;;FALSE;;;;;;
14;diferencovanie buniek na gaméty;;TRUE;;;;;;
14;prítomnos pohlavnıch chromozómov;;FALSE;;;;;;
14;prítomnos vonkajších pohlavnıch orgánov;;FALSE;;;;;;
14;prítomnos pohlavnıch buniek;;TRUE;;;;;;
14;diferencovanie buniek na zygoty;;FALSE;;;;;;
14;diferencovanie buniek na blastoméry;;FALSE;;;;;;
14;prítomnos kopulácie;;FALSE;;;;;;
15;štádiom moruly;;TRUE;;;;;;
15;štádiom blastuly;;TRUE;;;;;;
15;štádiom ektodermy, endodermy a mezodermy;;FALSE;;;;;;
15;štádiom gastruly;;TRUE;;;;;;
15;štádiom endodermy;;FALSE;;;;;;
15;štádiom mezodermy;;FALSE;;;;;;
15;štádiom mezoglei;;FALSE;;;;;;
15;štádiom ektodermy;;FALSE;;;;;;
16;pri pohlavnom rozmnoovaní;;FALSE;;;;;;
16;pri nepríbuzenskom kríení;;FALSE;;;;;;
16;pri príbuzenskom kríení;;FALSE;;;;;;
16;pri nepohlavnom rozmnoovaní;;TRUE;;;;;;
16;pri vegetatívnom rozmnoovaní;;TRUE;;;;;;
16;pri medzidruhovom rozmnoovaní;;FALSE;;;;;;
16;pri medzidruhovom kríení;;FALSE;;;;;;
16;pri sexuálnom rozmnoovaní;;FALSE;;;;;;
17;nekovalentnou;;FALSE;;;;;;
17;esterickou;;FALSE;;;;;;
17;peptidovou;;TRUE;;;;;;
17;makroenergickou;;FALSE;;;;;;
17;vodíkovou;;FALSE;;;;;;
17;glykozidickou;;FALSE;;;;;;
17;mikroenergickou;;FALSE;;;;;;
17;kovalentnou;;TRUE;;;;;;
18;vírusov;;FALSE;;;;;;
18;baktérií;;TRUE;;;;;;
18;riasnièkavcov;;TRUE;;;;;;
18;hemosporídií;;FALSE;;;;;;
18;plazmidov;;FALSE;;;;;;
18;hubiek;;FALSE;;;;;;
18;èloveka;;FALSE;;;;;;
18;placentovcov;;FALSE;;;;;;
19;odlíšenie spôsobu pohlavného rozmnoovania;;FALSE;;;;;;
19;odlíšenie jedincov primárnymi a sekundárnymi pohlavnımi znakmi;;TRUE;;;;;;
19;existencia rovnakıch muskıch a enskıch pohlavnıch buniek;;FALSE;;;;;;
19;odlíšenie jedincov gonádami, morfologickımi a funkènımi vlastnosami;;TRUE;;;;;;
19;odlíšenie samèích a samièích indivíduí primárnymi a sekundárnymi pohlavnımi znakmi;;TRUE;;;;;;
19;odlíšenie vonkajšieho a vnútorného oplodnenia;;FALSE;;;;;;
19;jav prítomnı u semennıch jednodomıch rastlín;;FALSE;;;;;;
19;jav prítomnı u dvojdomıch rastlín;;TRUE;;;;;;
20;biofyzika;;FALSE;;;;;;
20;po¾nohospodárska biológia;;TRUE;;;;;;
20;bionika;;TRUE;;;;;;
20;ontogenéza;;FALSE;;;;;;
20;medicína;;TRUE;;;;;;
20;molekulárna biológia;;FALSE;;;;;;
20;histológia;;FALSE;;;;;;
20;anatómia;;FALSE;;;;;;
21;vírusy;;TRUE;;;;;;
21;baktérie;;TRUE;;;;;;
21;drozofily;;TRUE;;;;;;
21;obojivelníky;;TRUE;;;;;;
21;morèatá;;TRUE;;;;;;
21;eobionty;;FALSE;;;;;;
21;šimpanzy;;TRUE;;;;;;
21;ribozómy;;FALSE;;;;;;
22;rozmnoovanie, pri ktorom v populácii pribúdajú heterozygoti;;FALSE;;;;;;
22;medzidruhové kríenie;;FALSE;;;;;;
22;príbuzenské kríenie;;TRUE;;;;;;
22;kríenie heterozygotov;;FALSE;;;;;;
22;metóda pouívaná v š¾achtite¾stve;;TRUE;;;;;;
22;kríenie jedincov s ve¾mi podobnımi genotypmi;;TRUE;;;;;;
22;porušenie panmixie, ktorého krajnım typom je autogamia;;TRUE;;;;;;
22;rozmnoovanie, pri ktorom v populácii pribúdajú homozygoti;;TRUE;;;;;;
23;nukleoproteid;;FALSE;;;;;;
23;nukleínová kyselina;;FALSE;;;;;;
23;ATP;;TRUE;;;;;;
23;hormón;;FALSE;;;;;;
23;adenozintrifosfát;;TRUE;;;;;;
23;glykogén;;FALSE;;;;;;
23;centrozóm;;FALSE;;;;;;
23;adrenalín;;FALSE;;;;;;
24;premenu jednoduchıch organickıch látok na zloitejšie;;FALSE;;;;;;
24;energiu obsiahnutú v organickıch látkach;;FALSE;;;;;;
24;chemické premeny, pri ktorıch sa uvo¾òuje energia schopná kona prácu (vo¾ná energia) a následné spotrebovanie tejto energie;;TRUE;;;;;;
24;vyuitie tepelnej energie bunkou;;FALSE;;;;;;
24;chemické premeny, pri ktorıch sa uvo¾òuje informácia;;FALSE;;;;;;
24;proces vıdaja nepotrebnıch látok z buniek;;FALSE;;;;;;
24;proces prijímania tepla do buniek;;FALSE;;;;;;
24;procesy získavania, premeny a uvo¾òovania energie v bunkách;;TRUE;;;;;;
25;predpokladané domnienky;;FALSE;;;;;;
25;neoverené hypotézy;;FALSE;;;;;;
25;overené hypotézy, ktoré vyjadrujú zovšeobecnenia;;TRUE;;;;;;
25;overené hypotézy, ktoré vyjadrujú pracovné predpoklady;;FALSE;;;;;;
25;základné pracovné metódy dedukcie;;FALSE;;;;;;
25;základné pracovné metódy indukcie;;FALSE;;;;;;
25;overené predpoklady, ktoré vyjadrujú zovšeobecnenia;;TRUE;;;;;;
25;axiómy;;FALSE;;;;;;
26;len u anaeróbnych organizmov;;FALSE;;;;;;
26;bez prijímania molekulového kyslíka z okolia;;TRUE;;;;;;
26;pri štiepení makroenergickıch väzieb;;FALSE;;;;;;
26;len za prítomnosti kyslíka;;FALSE;;;;;;
26;bez prítomnosti diapedézy;;FALSE;;;;;;
26;bez prítomnosti cukrov;;FALSE;;;;;;
26;u anaeróbnych organizmov;;TRUE;;;;;;
26;u aeróbnych organizmov;;TRUE;;;;;;
27;urèitı druh hormónov;;FALSE;;;;;;
27;špecifické makromolekuly, ktoré katalyzujú chemické premeny v priebehu metabolizmu;;TRUE;;;;;;
27;produkty liaz s vnútornım vyluèovaním;;FALSE;;;;;;
27;nástroje bunkového metabolizmu;;TRUE;;;;;;
27;špecifické miesto hypofyzárnych hormónov;;FALSE;;;;;;
27;nástroje prenosu látok v telovıch tekutinách;;FALSE;;;;;;
27;špecifické látky zabezpeèujúce disociáciu NaCI;;FALSE;;;;;;
27;produkty buniek pre ochranu proti osmotickım javom;;FALSE;;;;;;
28;pôrod zrelého novorodenca;;FALSE;;;;;;
28;dospelos;;FALSE;;;;;;
28;obdobie 9. mesiaca vıvoja plodu;;FALSE;;;;;;
28;smr;;TRUE;;;;;;
28;staroba;;FALSE;;;;;;
28;narodenie;;FALSE;;;;;;
28;zhoršovanie funkcie organizmu;;FALSE;;;;;;
28;adolescencia;;FALSE;;;;;;
29;hranièené;;FALSE;;;;;;
29;aplikované;;TRUE;;;;;;
29;fyziologické;;FALSE;;;;;;
29;fylogenetické;;FALSE;;;;;;
29;ontogenetické;;FALSE;;;;;;
29;morfologické;;FALSE;;;;;;
29;systematické;;FALSE;;;;;;
29;taxonomické;;FALSE;;;;;;
30;súbor bunkovıch procesov, pri ktorıch prebieha prevane syntéza látok;;FALSE;;;;;;
30;súbor bunkovıch metabolickıch procesov, pri ktorıch prebieha najmä rozklad látok;;TRUE;;;;;;
30;súbor bunkovıch procesov pri proteosyntéze;;FALSE;;;;;;
30;metabolické procesy pri reprodukcii bunky;;FALSE;;;;;;
30;súbor procesov, pri ktorıch sa rozkladajú látky, napr. glukóza sa oxiduje a na CO2?a H2O;;TRUE;;;;;;
30;súbor bunkovıch procesov, ktoré sú základom proteosyntézy;;FALSE;;;;;;
30;súbor bunkovıch procesov, pri ktorıch neprebiehajú metabolické procesy;;FALSE;;;;;;
30;súbor bunkovıch procesov, ktoré sú základom fotosyntézy;;FALSE;;;;;;
31;do špecializovanıch tkanív;;FALSE;;;;;;
31;do orgánov;;TRUE;;;;;;
31;do takıch, ktoré plnia v organizme urèité èiastkové funkcie;;TRUE;;;;;;
31;do organizmov;;FALSE;;;;;;
31;do pletív;;FALSE;;;;;;
31;do tkanivovıch kultúr;;FALSE;;;;;;
31;do indivíduí vyššieho rádu;;FALSE;;;;;;
31;do bunkovıch kolónií;;FALSE;;;;;;
32;nebunkové, jednobunkové, mnohobunkové;;TRUE;;;;;;
32;jednobunkové, mnohobunkové a indivíduá vyššieho stupòa;;FALSE;;;;;;
32;nebunkové, jednobunkové, mnohobunkové, bunkové kolónie;;FALSE;;;;;;
32;vírusy, jednobunkové, mnohobunkové;;TRUE;;;;;;
32;jednobunkové, bunkové kolónie a mnohobunkové;;FALSE;;;;;;
32;prokaryotické a eukaryotické;;FALSE;;;;;;
32;vírusy, bunkové kolónie a mnohobunkové;;FALSE;;;;;;
32;vírusy, protozoa a protofyta;;FALSE;;;;;;
33;50 J;;FALSE;;;;;;
33;50 kJ;;TRUE;;;;;;
33;75 kJ;;FALSE;;;;;;
33;90 J;;FALSE;;;;;;
33;5000 J;;FALSE;;;;;;
33;50000 J;;TRUE;;;;;;
33;5 kJ;;FALSE;;;;;;
33;50 gJ;;FALSE;;;;;;
34;resorpènú;;TRUE;;;;;;
34;vstrebávaciu;;TRUE;;;;;;
34;podpornú;;FALSE;;;;;;
34;prevodovú;;FALSE;;;;;;
34;kryciu;;TRUE;;;;;;
34;vyluèovaciu;;TRUE;;;;;;
34;ochrannú;;TRUE;;;;;;
34;kontrakènú;;FALSE;;;;;;
35;veda o dediènosti a premenlivosti;;FALSE;;;;;;
35;veda o vıvine jedinca;;TRUE;;;;;;
35;fylogenéza;;TRUE;;;;;;
35;embryológia;;TRUE;;;;;;
35;veda o zárodoènom vıvine;;TRUE;;;;;;
35;náuka o vyhynutıch organizmoch;;TRUE;;;;;;
35;náuka o stave tkanív a pletív;;FALSE;;;;;;
35;veda o stave a tvare organizmov;;FALSE;;;;;;
36;v tom, e urèitı enzım katalyzuje len urèitı typ chemickej reakcie;;TRUE;;;;;;
36;v tom, e urèitı enzım môe katalyzova nieko¾ko rôznych typov chemickıch reakcií;;FALSE;;;;;;
36;v tom, e funkcia enzımu sa mení pod¾a metabolickej aktivity bunky;;FALSE;;;;;;
36;v tom, e jeden enzım môe katalyzova reakciu so substrátom s urèitou funkènou skupinou;;TRUE;;;;;;
36;v tom, e enzımy sú univerzálne, môu katalyzova akúko¾vek reakciu;;FALSE;;;;;;
36;v tom, e kadı enzım, ak je prítomnı v bunke môe katalyzova akúko¾vek reakciu;;FALSE;;;;;;
36;v tom, e kadı enzım zabezpeèuje funkciu len urèitého enzımu;;FALSE;;;;;;
36;v tom, e zabezpeèujú fungovanie autolızy;;FALSE;;;;;;
37;oplodnenie;;TRUE;;;;;;
37;splynutie gamét opaèného pohlavného typu;;TRUE;;;;;;
37;splynutie dvoch haploidnıch buniek s rozliènım dediènım základom;;TRUE;;;;;;
37;splynutie gamét rovnakého pohlavného typu;;FALSE;;;;;;
37;proces, ktorého vısledkom je vznik zygoty;;TRUE;;;;;;
37;proces, ktorı neprebieha u izogamét;;FALSE;;;;;;
37;proces ktorı prebieha aj u izogamét;;TRUE;;;;;;
37;proces, ktorı prebieha aj u anizogamét;;TRUE;;;;;;
38;deontológia;;TRUE;;;;;;
38;embryológia;;FALSE;;;;;;
38;fylogenéza;;FALSE;;;;;;
38;paleontológia;;FALSE;;;;;;
38;ontogenéza;;FALSE;;;;;;
38;genetika;;TRUE;;;;;;
38;anatómia;;TRUE;;;;;;
38;histológia;;TRUE;;;;;;
39;špecializované bunky;;FALSE;;;;;;
39;tkanivá;;TRUE;;;;;;
39;sústavy orgánov;;FALSE;;;;;;
39;orgány;;FALSE;;;;;;
39;pletivá;;TRUE;;;;;;
39;pletivá u ivoèíchov;;FALSE;;;;;;
39;pletiva u baktérií;;FALSE;;;;;;
39;indivíduá vyššieho radu;;FALSE;;;;;;
40;mezenchım;;FALSE;;;;;;
40;parenchım;;TRUE;;;;;;
40;kolenchım;;TRUE;;;;;;
40;prozenchım;;TRUE;;;;;;
40;sklerenchım;;TRUE;;;;;;
40;chımus;;FALSE;;;;;;
40;mezoglea;;FALSE;;;;;;
40;coelom;;FALSE;;;;;;
41;charakterom nebielkovinnej zloky substrátu;;FALSE;;;;;;
41;urèitım usporiadaním polynukleotidového reazca enzımu;;FALSE;;;;;;
41;urèitım usporiadaním polypeptidového reazca v urèitom mieste molekuly substrátu;;FALSE;;;;;;
41;urèitım usporiadaním polypeptidového reazca na ¾ubovo¾nom mieste molekuly;;FALSE;;;;;;
41;urèitım usporiadaním polypeptidového reazca v urèitom mieste molekuly enzımu;;TRUE;;;;;;
41;náhodnım usporiadaním polypeptidového reazca v urèitom mieste molekuly;;FALSE;;;;;;
41;urèitım usporiadaním polypeptidového reazca v ktoromko¾vek mieste molekuly enzımu;;FALSE;;;;;;
41;sekvenciou aminokyselín v urèitom mieste molekuly enzımu;;TRUE;;;;;;
42;embryonálnu;;TRUE;;;;;;
42;perinatálnu;;FALSE;;;;;;
42;postembryonálnu;;TRUE;;;;;;
42;prekoncepènú;;FALSE;;;;;;
42;blastulaènú;;FALSE;;;;;;
42;embryogenézu;;TRUE;;;;;;
42;diploidnú;;FALSE;;;;;;
42;reprodukènú;;FALSE;;;;;;
43;adolescencia;;FALSE;;;;;;
43;vonkajšie oplodnenie u rıb;;FALSE;;;;;;
43;partenogenéza;;TRUE;;;;;;
43;vnútorné oplodnenie u vtákov;;FALSE;;;;;;
43;izogamia;;FALSE;;;;;;
43;anizogamia;;FALSE;;;;;;
43;fertilizácia;;FALSE;;;;;;
43;kopulácia;;FALSE;;;;;;
44;jav vyplıvajúci z konzumovania anabolík;;FALSE;;;;;;
44;súbor bunkovıch procesov, pri ktorıch prebieha prevane odbúravanie látok;;FALSE;;;;;;
44;súbor bunkovıch metabolickıch procesov, pri ktorıch prebieha prevane syntéza látok;;TRUE;;;;;;
44;súbor bunkovıch procesov po smrti bunky;;FALSE;;;;;;
44;jav vyplıvajúci z poruchy katabolizmu;;FALSE;;;;;;
44;súbor bunkovıch oxidácií;;FALSE;;;;;;
44;súbor procesov v anafáze;;FALSE;;;;;;
44;súbor procesov, ktoré prebiehajú v lyzozómoch;;FALSE;;;;;;
45;zmenou pohybu bunkovıch štruktúr v cytoplazme;;FALSE;;;;;;
45;mnostvom enzımov v cytoplazme a bunkovıch štruktúrach;;FALSE;;;;;;
45;nukleovımi kyselinami;;FALSE;;;;;;
45;zmenou aktivity enzımov v cytoplazme;;TRUE;;;;;;
45;spomalením pohybu bunkovıch štruktúr v cytoplazme;;FALSE;;;;;;
45;zníením mnostva vody v bunke;;FALSE;;;;;;
45;zmenou aktivity enzımov v bunkovıch štruktúrach;;TRUE;;;;;;
45;zrıchlením pohybu bunkovıch štruktúr v cytoplazme;;FALSE;;;;;;
46;obojpohlavnos;;TRUE;;;;;;
46;vıvoj obidvoch typov pohlavnıch buniek u toho istého jedinca;;TRUE;;;;;;
46;rozlíšenie pohlaví;;FALSE;;;;;;
46;vıvoj obidvoch typov pohlavnıch orgánov u toho istého jedinca;;TRUE;;;;;;
46;gonochorizmus;;FALSE;;;;;;
46;prítomnı napr. u niektorıch mechúrnikov;;TRUE;;;;;;
46;prítomnı napr. u všetkıch dvojdomıch semennıch rastlín;;FALSE;;;;;;
46;základ pohlavného rozmnoovania;;FALSE;;;;;;
47;skúmajúce stavbu tkanív;;FALSE;;;;;;
47;systematické;;FALSE;;;;;;
47;skúmajúce stavbu a tvary organizmov;;TRUE;;;;;;
47;morfologické;;TRUE;;;;;;
47;taxonomické;;FALSE;;;;;;
47;fyziologické;;FALSE;;;;;;
47;skúmajúce stavbu a funkciu buniek;;FALSE;;;;;;
47;aplikované;;FALSE;;;;;;
48;diploidné;;TRUE;;;;;;
48;nediferencované;;TRUE;;;;;;
48;haploidné;;FALSE;;;;;;
48;diferencované;;FALSE;;;;;;
48;diploidné a nediferencované;;TRUE;;;;;;
48;diploidné a diferencované;;FALSE;;;;;;
48;haploidné a nediferencované;;FALSE;;;;;;
48;haploidné a diferencované;;FALSE;;;;;;
49;Aristoteles - tvorca teórie abiogenézy;;TRUE;;;;;;
49;Mendel - zakladate¾ binomickej nomenklatúry;;FALSE;;;;;;
49;Vesalius - ktorı poloil základy vedeckej anatómie;;TRUE;;;;;;
49;Watson a Crick - objavitelia štruktúry molekuly DNA;;TRUE;;;;;;
49;Pasteur - ktorı zistil, e príèinou mnohıch chorôb sú mikroorganizmy;;TRUE;;;;;;
49;Harvey - objavite¾' krvného obehu;;TRUE;;;;;;
49;Darwin - ktorı formuloval vıvojovú teóriu;;TRUE;;;;;;
49;Linné - zakladate¾' genetiky;;FALSE;;;;;;
50;ústrednıch regulaènıch mechanizmov;;TRUE;;;;;;
50;bunkového jadra;;FALSE;;;;;;
50;regulaènıch a štruktúrnych génov;;FALSE;;;;;;
50;špecifickej imunity;;FALSE;;;;;;
50;DNA;;FALSE;;;;;;
50;RNA;;FALSE;;;;;;
50;centralizovanej nervovej sústavy a hormonálnej sústavy;;TRUE;;;;;;
50;mechanizmov zabezpeèujúcich homeostázu a integritu organizmu;;TRUE;;;;;;
51;pohlavné;;TRUE;;;;;;
51;vegetatívne;;TRUE;;;;;;
51;nepohlavné;;TRUE;;;;;;
51;sexuálne;;TRUE;;;;;;
51;cystácia;;FALSE;;;;;;
51;sporulácia;;FALSE;;;;;;
51;kopulácia;;FALSE;;;;;;
51;gametogónia;;FALSE;;;;;;
52;adenín;;TRUE;;;;;;
52;ribózu;;TRUE;;;;;;
52;tymín;;FALSE;;;;;;
52;zvyšky kyseliny trihydrogénfosforeènej;;TRUE;;;;;;
52;alanín;;FALSE;;;;;;
52;guanín;;FALSE;;;;;;
52;deoxyribózu;;FALSE;;;;;;
52;tubulín;;FALSE;;;;;;
53;anabolizmus;;TRUE;;;;;;
53;Krebsov cyklus;;FALSE;;;;;;
53;oxidatívna fosforylácia;;FALSE;;;;;;
53;katabolizmus;;FALSE;;;;;;
53;transkripcia;;FALSE;;;;;;
53;redukcia;;FALSE;;;;;;
53;anaeróbna glykolıza;;FALSE;;;;;;
53;bazálny metabolizmus;;FALSE;;;;;;
54;sacharóza;;FALSE;;;;;;
54;celulóza;;TRUE;;;;;;
54;glukóza;;FALSE;;;;;;
54;chitin;;TRUE;;;;;;
54;škrob;;FALSE;;;;;;
54;glykogén;;FALSE;;;;;;
54;fruktóza;;FALSE;;;;;;
54;galaktóza;;FALSE;;;;;;
55;nervovou sústavou a hormónmi;;FALSE;;;;;;
55;hormónmi;;TRUE;;;;;;
55;nervovou sústavou;;FALSE;;;;;;
55;osobitnımi chemickımi látkami;;TRUE;;;;;;
55;nazıvanı metabolizmom;;FALSE;;;;;;
55;nazıvanı adaptáciou;;FALSE;;;;;;
55;závislı od chemickıch molekúl so špecifickım úèinkom;;TRUE;;;;;;
55;udriavanı premenlivosou vnútorného prostredia;;FALSE;;;;;;
56;fylogeneticky staršia;;TRUE;;;;;;
56;fylogeneticky mladšia;;FALSE;;;;;;
56;rıchlejšie nastupujúca ako nervová;;FALSE;;;;;;
56;vıvojove sú obe rovnako staré;;FALSE;;;;;;
56;u rastlín potlaèená;;FALSE;;;;;;
56;pomalšie nastupujúca ako nervová;;TRUE;;;;;;
56;u rastlín vıluènım spôsobom riadenia;;TRUE;;;;;;
56;prítomná u všetkıch mnohobunkovıch organizmov;;TRUE;;;;;;
57;proces, pri ktorom sa bunky odlíšia genómom;;FALSE;;;;;;
57;tvorenie orgánov poèas oogenézy;;FALSE;;;;;;
57;rozlišovanie pohlavia;;FALSE;;;;;;
57;proces, pri ktorom sa pôvodne rovnaké bunky rozlišujú štruktúrou a funkciou;;TRUE;;;;;;
57;proces, pri ktorom sa pôvodne rôzne bunky rozlišujú štruktúrou a funkciou;;FALSE;;;;;;
57;jav, kedy dcérska bunka nie je svojimi vlastnosami totoná s materskou bunkou a genóm majú rovnakı;;TRUE;;;;;;
57;jav, kedy dcérska bunka nie je svojimi vlastnosami totoná s materskou bunkou a genóm nemajú rovnakı;;FALSE;;;;;;
57;dôsledok pôsobenia vonkajšieho èinite¾a na realizáciu genetického základu bunky;;TRUE;;;;;;
58;fyziológia èloveka;;TRUE;;;;;;
58;ekológia;;FALSE;;;;;;
58;genetika;;FALSE;;;;;;
58;fyziológia ivoèíchov;;TRUE;;;;;;
58;veda, ktorá študuje funkcie jednotlivıch orgánov ivıch sústav;;TRUE;;;;;;
58;fyziológia rastlín;;TRUE;;;;;;
58;pedagogika;;FALSE;;;;;;
58;bionika;;FALSE;;;;;;
59;systematické;;TRUE;;;;;;
59;spojovacie;;FALSE;;;;;;
59;morfologické;;FALSE;;;;;;
59;taxonomické;;TRUE;;;;;;
59;fyziologické;;FALSE;;;;;;
